PMID,Title,Abstract,Journal,Year,Authors,Cleaned_Abstract
40565107,Targeted DNA Methylation Using Modified DNA Probes: A Potential Therapeutic Tool for Depression and Stress-Related Disorders.,"Epigenetic modifications play a crucial role in gene regulation and have been implicated in various physiological processes and disease conditions. DNA methylation (DNAm) has been implicated in the etiology and progression of many stress-related psychiatric behaviors, such as depression. The ability to manipulate DNAm may provide a means to reverse and treat such disorders. Although CRISPR-based technologies have enabled locus-specific DNAm editing, their clinical applicability may be limited due to immunogenicity concerns and off-target effects. In this study, we introduce a novel approach for targeted DNAm manipulation using single-stranded methylated DNA probes. The probes were designed against the GRE of FKBP5 and the promoter region of MAOA. In both human embryonic kidney HEK293 and mouse pituitary AtT-20 cells, transfection with their respective methylated probes significantly increased DNAm at targeted CpG sites in a persistent and dose-dependent manner. Importantly, the induced methylation effectively attenuated glucocorticoid-induced upregulation of FKBP5 gene expression. Alteration of methylation was specific to single-stranded probes, as double-stranded methylated probes and unmethylated probes showed no significant effects. Some limitations include the need to further characterize factors that influence probe efficiency, such as probe length and CpG density; develop an efficient in vivo probe delivery system; and perform a more extensive consideration of possible off-target effects. Despite these limitations, our findings suggest that methylated DNA probes have the potential to function as a simple tool for targeted epigenetic manipulation and serve as a safer alternative to CRISPR-based epigenome editing tools for the treatment of stress-related disorders such as depression.",International journal of molecular sciences,2025.0,Nishtaa Modi; Jeffrey Guo; Ryan A Lee; Alisha Greenstein; Richard S Lee,epigenetic modification play crucial role gene regulation implicate physiological process disease condition dna methylation dnam implicate etiology progression stress relate psychiatric behavior depression ability manipulate dnam provide means reverse treat disorder crispr base technology enable locus specific dnam editing clinical applicability limit immunogenicity concern target effect study introduce novel approach target dnam manipulation single strand methylated dna probe probe design gre fkbp5 promoter region maoa human embryonic kidney hek293 mouse pituitary att-20 cell transfection respective methylate probe significantly increase dnam target cpg site persistent dose dependent manner importantly induced methylation effectively attenuate glucocorticoid induce upregulation fkbp5 gene expression alteration methylation specific single strand probe double stranded methylate probe unmethylated probe show significant effect limitation include need characterize factor influence probe efficiency probe length cpg density develop efficient vivo probe delivery system perform extensive consideration possible target effect despite limitation finding suggest methylate dna probe potential function simple tool target epigenetic manipulation serve safe alternative crispr base epigenome editing tool treatment stress relate disorder depression
40565099,Epigenetic Alterations in Glioblastoma Multiforme as Novel Therapeutic Targets: A Scoping Review.,"Glioblastoma multiforme (GBM) is a highly aggressive primary brain tumor with a dismal prognosis despite advances in multimodal treatment. Conventional therapies fail to achieve durable responses due to GBM's molecular heterogeneity and capacity to evade therapeutic pressures. Epigenetic alterations have emerged as critical contributors to GBM pathobiology, including aberrant DNA methylation, histone modifications, and non-coding RNA (ncRNA) dysregulation. These mechanisms drive oncogenesis, therapy resistance, and immune evasion. This scoping review evaluates the current state of knowledge on epigenetic modifications in GBM, synthesizing findings from original articles and preclinical and clinical trials published over the last decade. Particular attention is given to MGMT promoter hypermethylation status as a biomarker for temozolomide (TMZ) sensitivity, histone deacetylation and methylation as modulators of chromatin structure, and microRNAs as regulators of pathways such as apoptosis and angiogenesis. Therapeutically, epigenetic drugs, like DNA methyltransferase inhibitors (DNMTis) and histone deacetylase inhibitors (HDACis), appear as promising approaches in preclinical models and early trials. Emerging RNA-based therapies targeting dysregulated ncRNAs represent a novel approach to reprogram the tumor epigenome. Combination therapies, pairing epigenetic agents with immune checkpoint inhibitors or chemotherapy, are explored for their potential to enhance treatment response. Despite these advancements, challenges such as tumor heterogeneity, the blood-brain barrier (BBB), and off-target effects remain significant. Future directions emphasize integrative omics approaches to identify patient-specific targets and refine therapies. This article thus highlights the potential of epigenetics in reshaping GBM treatment paradigms.",International journal of molecular sciences,2025.0,Marco Meleiro; Rui Henrique,glioblastoma multiforme gbm highly aggressive primary brain tumor dismal prognosis despite advance multimodal treatment conventional therapy fail achieve durable response gbm molecular heterogeneity capacity evade therapeutic pressure epigenetic alteration emerge critical contributor gbm pathobiology include aberrant dna methylation histone modification non coding rna ncrna dysregulation mechanism drive oncogenesis therapy resistance immune evasion scope review evaluate current state knowledge epigenetic modification gbm synthesize finding original article preclinical clinical trial publish decade particular attention give mgmt promoter hypermethylation status biomarker temozolomide tmz sensitivity histone deacetylation methylation modulator chromatin structure micrornas regulator pathway apoptosis angiogenesis therapeutically epigenetic drug like dna methyltransferase inhibitor dnmtis histone deacetylase inhibitor hdacis appear promising approach preclinical model early trial emerge rna base therapy target dysregulate ncrnas represent novel approach reprogram tumor epigenome combination therapy pair epigenetic agent immune checkpoint inhibitor chemotherapy explore potential enhance treatment response despite advancement challenge tumor heterogeneity blood brain barrier bbb target effect remain significant future direction emphasize integrative omic approach identify patient specific target refine therapy article highlight potential epigenetic reshape gbm treatment paradigm
40565097,Apocynin Mitigates Diabetic Muscle Atrophy by Lowering Muscle Triglycerides and Oxidative Stress.,"Diabetic muscular atrophy is a complication of diabetes mellitus that can decrease quality of life. Its complex mechanisms include alterations in proteolytic pathways, oxidative stress, and intracellular lipid accumulation. NADPH oxidase enzymes (NOX) play a key role in the production of ROS, contributing to oxidative damage and insulin resistance. Apocynin, a NOX inhibitor, has antioxidant and anti-inflammatory effects, suggesting its therapeutic potential in various diabetic complications. This study evaluated the impact of apocynin on the mechanisms of muscle atrophy in slow- and fast-twitch muscles of diabetic rats. Diabetes was induced in male Wistar rats by intraperitoneal injection of a single dose of streptozotocin (60 mg/kg). Apocynin treatment (3 mg/kg/day) was administered for 8 weeks. Fasting blood glucose levels, lipid profile, and weight gain were measured. Both slow-twitch (soleus) and fast-twitch (extensor digitorum longus, EDL) skeletal muscles were weighed and used to assess triglycerides (TG) content, histological analysis, lipid peroxidation levels, and gene expression evaluated by qRT-PCR. Apocynin reduced blood glucose levels, improved body weight, and exhibited hypolipidemic effects. It significantly increased muscle weight in EDL and soleus, especially in EDL muscle, lowering triglycerides, lipid peroxidation, and increasing fiber size. Additionally, it decreased mRNA expression levels of MuRF-1, atrogin-1, myostatin and p47phox mRNA and upregulated PGC-1α and follistatin mRNA. Apocynin exerted a myoprotective effect by mitigating muscle atrophy in diabetic rats. Its effects were differentially mediated on TG accumulation and muscle fiber size, reducing oxidative stress, atrogene expression, and positively regulating PGC-1α.",International journal of molecular sciences,2025.0,Sarai Sánchez-Duarte; Elizabeth Sánchez-Duarte; Luis A Sánchez-Briones; Esperanza Meléndez-Herrera; Ma Antonia Herrera-Vargas; Sergio Márquez-Gamiño; Karla S Vera-Delgado; Rocío Montoya-Pérez,diabetic muscular atrophy complication diabetes mellitus decrease quality life complex mechanism include alteration proteolytic pathway oxidative stress intracellular lipid accumulation nadph oxidase enzyme nox play key role production ros contribute oxidative damage insulin resistance apocynin nox inhibitor antioxidant anti inflammatory effect suggest therapeutic potential diabetic complication study evaluate impact apocynin mechanism muscle atrophy slow- fast twitch muscle diabetic rat diabetes induce male wistar rat intraperitoneal injection single dose streptozotocin 60 mg kg apocynin treatment 3 mg kg day administer 8 week fast blood glucose level lipid profile weight gain measure slow twitch soleus fast twitch extensor digitorum longus edl skeletal muscle weigh assess triglyceride tg content histological analysis lipid peroxidation level gene expression evaluate qrt pcr apocynin reduce blood glucose level improve body weight exhibit hypolipidemic effect significantly increase muscle weight edl soleus especially edl muscle lower triglyceride lipid peroxidation increase fiber size additionally decrease mrna expression level murf-1 atrogin-1 myostatin p47phox mrna upregulated pgc-1α follistatin mrna apocynin exert myoprotective effect mitigate muscle atrophy diabetic rat effect differentially mediate tg accumulation muscle fiber size reduce oxidative stress atrogene expression positively regulate pgc-1α
40565091,Inhibition of Soluble Epoxide Hydrolase Prevents Docetaxel-Induced Painful Peripheral Neuropathy.,"Chemotherapy-induced peripheral neuropathy (CIPN) is a painful condition recalcitrant to current available therapies. CIPN pain can be severe and dose-limiting or dose-reducing for life-extending chemotherapeutics and, to date, there is no treatment to alter the progression of CIPN. For these experiments we used docetaxel, a first-line therapy for metastatic prostate cancer in humans and investigated the soluble epoxide hydrolase inhibitor EC5026 for its analgesic efficacy against this CIPN pain. Male SD rats (n = 10/group) were pretreated with 1 mg/kg EC5026 in formulated drinking water or vehicle for one week prior to docetaxel injections. The rats continued the formulated drinking water during three once-a-week docetaxel 10 mg/kg i.p. injections and were maintained on treatment until the end of week 5 when all groups were transitioned to normal drinking water. Nociceptive testing occurred throughout the entire experiment including after transitioning to normal drinking water. EC5026 increased mechanical withdrawal thresholds and latencies on the cold plate compared to docetaxel-treated controls. There were no motor effects of the compound, and the formulated drinking water provided favorable exposure. These results demonstrated that EC5026 administered prophylactically was both analgesic and able to limit the severity of mechanical and cold sensitivities in the docetaxel CIPN rat model.",International journal of molecular sciences,2025.0,Karen M Wagner; Jun Yang; Christophe Morisseau; Bruce D Hammock,chemotherapy induce peripheral neuropathy cipn painful condition recalcitrant current available therapy cipn pain severe dose limiting dose reduce life extend chemotherapeutic date treatment alter progression cipn experiment docetaxel line therapy metastatic prostate cancer human investigate soluble epoxide hydrolase inhibitor ec5026 analgesic efficacy cipn pain male sd rat n = 10 group pretreate 1 mg kg ec5026 formulated drinking water vehicle week prior docetaxel injection rat continue formulated drinking water week docetaxel 10 mg kg i.p injection maintain treatment end week 5 group transition normal drinking water nociceptive testing occur entire experiment include transition normal drinking water ec5026 increase mechanical withdrawal threshold latency cold plate compare docetaxel treat control motor effect compound formulated drinking water provide favorable exposure result demonstrate ec5026 administer prophylactically analgesic able limit severity mechanical cold sensitivity docetaxel cipn rat model
40565069,Montelukast Improves Urinary Bladder Function After Complete Spinal Cord Injury in Rats.,"Bladder dysfunction is among the most drastic and quality-of-life-reducing conditions after spinal cord injury (SCI). Neuroinflammation in the lower urinary tract (LUT) after SCI could be a key driver of neurogenic bladder dysfunction and tissue fibrosis. Leukotrienes, a group of highly active lipid mediators, are potent inflammatory mediators. Here, we explored the potential of early montelukast (MLK) therapy, a cysteinyl leukotriene receptor 1 antagonist, on LUT function and structure four weeks after severe SCI in rats. Rats (strain Lewis, female, n = 50) received a permanent bladder catheter, followed by a complete T9 spinal cord transection. MLK was given daily, starting on day one post-injury. Bladder and locomotor function were regularly assessed. Bladder tissue was histologically and immunhistochemically analyzed. Post-SCI, MLK concentrations in plasma and cerebrospinal fluid were clinically relevant. MLK improved bladder functionality. MLK had no impact on smooth muscle alignment and uroepithelial integrity at this early SCI time point. This pilot study gave first insights into early, continuous oral MLK treatment with the first promising results of preserved LUT function and possible subsequent improved tissue integrity.",International journal of molecular sciences,2025.0,Elena E Keller; Sophina Bauer; Karin Roider; Michael Kleindorfer; Peter Törzsök; Julia Tevini; Thomas Felder; Ludwig Aigner; Lukas Lusuardi,bladder dysfunction drastic quality life reduce condition spinal cord injury sci neuroinflammation low urinary tract lut sci key driver neurogenic bladder dysfunction tissue fibrosis leukotriene group highly active lipid mediator potent inflammatory mediator explore potential early montelukast mlk therapy cysteinyl leukotriene receptor 1 antagonist lut function structure week severe sci rat rat strain lewis female n = 50 receive permanent bladder catheter follow complete t9 spinal cord transection mlk give daily start day post injury bladder locomotor function regularly assess bladder tissue histologically immunhistochemically analyze post sci mlk concentration plasma cerebrospinal fluid clinically relevant mlk improve bladder functionality mlk impact smooth muscle alignment uroepithelial integrity early sci time point pilot study give insight early continuous oral mlk treatment promising result preserve lut function possible subsequent improved tissue integrity
40565068,Neuroprotective Potential of Betulin and Its Drug Formulation with Cyclodextrin-In Vitro Assessment.,"Central nervous system disorders, such as Alzheimer's disease, Parkinson's disease, and multiple sclerosis, are associated with complex pathophysiological mechanisms involving oxidative stress, inflammation, and protein misfolding. According to the literature, betulin, a natural compound derived from the bark of birch trees, demonstrates promising neuroprotective effects. This study investigates the neuroprotective potential of betulin and its complex with cyclodextrin, referred to as Betula Forte, using an in vitro model of differentiated SH-SY5Y neuroblastoma cells. Specifically, the study explores the antioxidant and antiapoptotic properties of these compounds under oxidative stress induced by hydrogen peroxide (H<sub>2</sub>O<sub>2</sub>). Our results indicated that Betula Forte exhibited lower cytotoxicity compared to betulin alone. Both substances enhanced cell viability in pre-incubation and co-incubation models, with Betula Forte showing superior efficacy under severe oxidative stress. Additionally, both substances exhibited protective effects against H<sub>2</sub>O<sub>2</sub>-induced oxidative stress and apoptosis, as evidenced by reduced levels of reactive oxygen species (ROS) and a lower number of apoptotic cells compared with the H<sub>2</sub>O<sub>2</sub>-treated cells. These findings suggest that Betula Forte, due to lower cytotoxicity, may offer a more effective neuroprotective strategy than betulin alone, highlighting its potential as a therapeutic agent for neurodegenerative diseases.",International journal of molecular sciences,2025.0,Agnieszka Zakrzeska; Agnieszka Kołodziejczyk; Piotr Komorowski; Paulina Sokołowska; Bożena Rokita; Radosław A Wach; Małgorzata Siatkowska,central nervous system disorder alzheimer disease parkinson disease multiple sclerosis associate complex pathophysiological mechanism involve oxidative stress inflammation protein misfolde accord literature betulin natural compound derive bark birch tree demonstrate promise neuroprotective effect study investigate neuroprotective potential betulin complex cyclodextrin refer betula forte vitro model differentiated sh sy5y neuroblastoma cell specifically study explore antioxidant antiapoptotic property compound oxidative stress induce hydrogen peroxide h < sub>2</sub > o < sub>2</sub > result indicate betula forte exhibit low cytotoxicity compare betulin substance enhance cell viability pre incubation co incubation model betula forte show superior efficacy severe oxidative stress additionally substance exhibit protective effect h < sub>2</sub > o < sub>2</sub>-induced oxidative stress apoptosis evidence reduced level reactive oxygen specie ros low number apoptotic cell compare h < sub>2</sub > o < sub>2</sub>-treate cell finding suggest betula forte low cytotoxicity offer effective neuroprotective strategy betulin highlight potential therapeutic agent neurodegenerative disease
40565060,DMPC-Based Liposomal Vesicles for Encapsulation and Controlled Release of NMN and Matrigel in Sarcopenia Therapy.,"Accurate diagnosis of diseases in patients is crucial, particularly in older individuals, where the focus is often placed primarily on advanced age and its associated symptoms. However, advancements in technology and research have revealed that certain diseases traditionally linked to aging can also manifest in younger populations, demonstrating similar bodily changes. One such condition is sarcopenia, a degenerative disease of skeletal muscle that arises from various pathological processes affecting the tissues. In this study, we developed a liposomal formulation based on 1,2-dimyristoyl-sn-glycero-3-phosphocholine (DMPC), in which both nicotinamide mononucleotide (NMN) and Matrigel (Mgel) were co-encapsulated, each playing a distinct role in the management of sarcopenia. NMN is known to stimulate the increase of NAD+ levels, while Matrigel enhances the activity of satellite cells, thereby facilitating muscle fiber regeneration and stabilizing protein levels. Results from the DLS, SEM, and TEM analyses revealed significant differences attributed to the type of therapeutic agent used and the synthesis parameters. Additionally, the drug release profile underscored the complementary nature and significance of selecting the appropriate active substances for effective treatment strategies. The in vitro investigations aimed to assess the potential of DMPC lipid vesicles loaded with NMN, either alone or in combination with Matrigel, to counteract sarcopenia-associated oxidative stress and mitochondrial dysfunction. The results showed that both NMN-based formulations reduced oxidative damage, preserved mitochondrial function, and maintained cytoskeletal integrity in a hydrogen peroxide-induced model of sarcopenia. Importantly, the formulation containing both NMN and Matrigel demonstrated superior protective effects, suggesting a synergistic role of the extracellular matrix components in enhancing muscle cell resilience. These findings support the use of DMPC-based delivery systems as promising candidates for sarcopenia therapy and warrant further investigation into their mechanisms of action in preventing muscle cell degeneration.",International journal of molecular sciences,2025.0,Alfred Najm; Alexandra Cătălina Bîrcă; Adelina-Gabriela Niculescu; Adina Alberts; Alexandru Mihai Grumezescu; Bianca Gălățeanu; Bogdan Ștefan Vasile; Mircea Beuran; Bogdan Severus Gaspar; Claudiu Ștefan Turculeț; Ariana Hudiță,"accurate diagnosis disease patient crucial particularly old individual focus place primarily advanced age associated symptom advancement technology research reveal certain disease traditionally link aging manifest young population demonstrate similar bodily change condition sarcopenia degenerative disease skeletal muscle arise pathological process affect tissue study develop liposomal formulation base 1,2 dimyristoyl sn glycero-3 phosphocholine dmpc nicotinamide mononucleotide nmn matrigel mgel co encapsulate play distinct role management sarcopenia nmn know stimulate increase nad+ level matrigel enhance activity satellite cell facilitate muscle fiber regeneration stabilize protein level result dls sem tem analysis reveal significant difference attribute type therapeutic agent synthesis parameter additionally drug release profile underscore complementary nature significance select appropriate active substance effective treatment strategy vitro investigation aim assess potential dmpc lipid vesicle load nmn combination matrigel counteract sarcopenia associate oxidative stress mitochondrial dysfunction result show nmn base formulation reduce oxidative damage preserve mitochondrial function maintain cytoskeletal integrity hydrogen peroxide induce model sarcopenia importantly formulation contain nmn matrigel demonstrate superior protective effect suggest synergistic role extracellular matrix component enhance muscle cell resilience finding support use dmpc base delivery system promise candidate sarcopenia therapy warrant investigation mechanism action prevent muscle cell degeneration"
40565018,RIPK1 in Diffuse Glioma Pathology: From Prognosis Marker to Potential Therapeutic Target.,"Diffuse gliomas (DGs) are malignant primary brain tumors originating from glial cells. This study aimed to investigate the role of Receptor-interacting protein kinase 1 (RIPK1) in DG pathology. The RIPK1 mRNA expression was analyzed in DG databases from The Cancer Genome Atlas (TCGA) containing clinical, genomic, and transcriptomic information from 670 patients. Transcriptomic studies were carried out using USC Xena and R, while in vitro assays were performed with the glioblastoma human cell line U251 and the commercial RIPK1 inhibitor GSK2982772. The results showed that high RIPK1 expression was linked to a lower survival probability in patients. Additionally, the RIPK1 expression was higher in the wtIDH samples compared to that in the mIDH samples. Significant differences in the expression of genes related to cellular dedifferentiation, proinflammatory cell death pathways, and tumor-infiltrating immune cells were found between high- and low-RIPK1 expression groups. To further characterize the role of RIPK1 in DG, the effects of the RIPK1 inhibitor were evaluated, alone or combined with cisplatin, on glioblastoma cell proliferation and apoptosis. The combined treatments effectively reduced cell proliferation and increased apoptosis. The overexpression of RIPK1 was associated with a poor prognosis for DG, suggesting that RIPK1 plays a critical role in glioma pathogenesis and should be considered in therapeutic decision-making.",International journal of molecular sciences,2025.0,Leslie C Amorós Morales; Santiago M Gómez Bergna; Abril Marchesini; María Luján Scalise; Nazareno Gonzalez; M Leticia Ferrelli; Marianela Candolfi; Víctor Romanowski; Matias L Pidre,diffuse glioma dgs malignant primary brain tumor originate glial cell study aim investigate role receptor interact protein kinase 1 ripk1 dg pathology ripk1 mrna expression analyze dg database cancer genome atlas tcga contain clinical genomic transcriptomic information 670 patient transcriptomic study carry usc xena r vitro assay perform glioblastoma human cell line u251 commercial ripk1 inhibitor gsk2982772 result show high ripk1 expression link low survival probability patient additionally ripk1 expression high wtidh sample compare midh sample significant difference expression gene relate cellular dedifferentiation proinflammatory cell death pathway tumor infiltrate immune cell find high- low ripk1 expression group characterize role ripk1 dg effect ripk1 inhibitor evaluate combine cisplatin glioblastoma cell proliferation apoptosis combined treatment effectively reduce cell proliferation increase apoptosis overexpression ripk1 associate poor prognosis dg suggest ripk1 play critical role glioma pathogenesis consider therapeutic decision making
40565015,A Systematic Review of ABCB1 Polymorphisms and Antiseizure Medication Resistance: Insights from Effect Size and Study Power Analysis.,"The most investigated ABCB1 single-nucleotide polymorphisms (SNPs) related to antiseizure medication resistance are rs1045642 (c.3435C>T, p.Ile1145=), rs2032582 (c.2677G>T/A, p.Ala893Ser/Thr), and rs1128503 (c.1236C>T, p.Gly412=). We conducted a literature review to evaluate the genotype frequencies of rs1045642, rs2032582, and rs1128503 SNPs in different ancestries among the drug-resistant and drug-responsive epilepsy groups. Furthermore, we performed effect size and study power analyses and determined the expected sample size to reach a study power of 0.8 for each conducted research. High and very high statistical power for the rs1045642, rs2032582, and rs1128503 polymorphisms was achieved in 58.0, 60.7, and 31.8% of the studies, respectively. The effect sizes (ES) of rs1045642, rs2032582, and rs1128503 ranged from 0.03-1.04, 0.06-0.92, and 0.04-0.64, respectively. The required sample sizes for rs1045642, rs2032582, and rs1128503 ranged from 9-13,000, 12-2600, and 24-5700 participants, respectively. None of the polymorphisms showed a statistically significant association with antiseizure medication resistance in the forest plots. Our analysis provides valuable guidance for future genetic association studies in the field of drug-resistant epilepsy.",International journal of molecular sciences,2025.0,Aurelija Daškevičiūtė; Edgaras Zaboras; Jonas Navalinskas; Karolis Baronas; Arminas Jasionis; Eglė Navickienė; Rūta Mameniškienė,"investigate abcb1 single nucleotide polymorphism snp relate antiseizure medication resistance rs1045642 c.3435c > t p. ile1145= rs2032582 c.2677g > t p. ala893ser thr rs1128503 c.1236c > t p. gly412= conduct literature review evaluate genotype frequency rs1045642 rs2032582 rs1128503 snp different ancestry drug resistant drug responsive epilepsy group furthermore perform effect size study power analysis determine expect sample size reach study power 0.8 conduct research high high statistical power rs1045642 rs2032582 rs1128503 polymorphism achieve 58.0 60.7 31.8 study respectively effect size es rs1045642 rs2032582 rs1128503 range 0.03 1.04 0.06 0.92 0.04 0.64 respectively require sample size rs1045642 rs2032582 rs1128503 range 9 13,000 12 2600 24 5700 participant respectively polymorphism show statistically significant association antiseizure medication resistance forest plot analysis provide valuable guidance future genetic association study field drug resistant epilepsy"
40565009,Reduced Gene Dosage of the Psychiatric Risk Gene <i>Cacna1c</i> Is Associated with Impairments in Hypothalamic-Pituitary-Adrenal Axis Activity in Rats.,"Common and rare variation in <i>CACNA1C</i> gene expression has been consistently associated with neuropsychiatric disorders such as schizophrenia, bipolar disorder, and major depression. However, the underlying biological pathways that cause this association have yet to be fully determined. In this study, we present evidence that rats with a reduced gene dosage of <i>Cacna1c</i> have increased basal corticosterone levels in the periphery and reduced the expression of <i>Nr3c1</i> encoding the glucocorticoid receptor in the hippocampus and hypothalamus. These results are consistent, with an effect of <i>Cacna1c</i> dosage on hypothalamus-pituitary-adrenal (HPA) axis function. Heterozygous <i>Cacna1c</i> rats had lower levels of the histone markers H3K4me3 and H3K27acat exon 1<sub>7</sub> of the <i>Nr3c1</i> gene. These histone modifications are typically linked to increased gene expression, but here were not associated with changes in the expression of exon 1<sub>7</sub> variants under non-stress conditions. Heterozygous <i>Cacna1c</i> rats additionally show increased anxiety behaviours. These results support an association of <i>Cacna1c</i> heterozygosity with the altered activity of the HPA axis and function in the resting state, and this may be a predisposing mechanism that contributes to the increased risk of psychiatric disorders with stress.",International journal of molecular sciences,2025.0,Anna L Moon; Eleanor R Mawson; Patricia Gasalla; Lawrence S Wilkinson; Dominic M Dwyer; Jeremy Hall; Kerrie L Thomas,common rare variation < > cacna1c</i > gene expression consistently associate neuropsychiatric disorder schizophrenia bipolar disorder major depression underlie biological pathway cause association fully determine study present evidence rat reduce gene dosage < > cacna1c</i > increase basal corticosterone level periphery reduce expression < > nr3c1</i > encode glucocorticoid receptor hippocampus hypothalamus result consistent effect < > cacna1c</i > dosage hypothalamus pituitary adrenal hpa axis function heterozygous < > cacna1c</i > rat low level histone marker h3k4me3 h3k27acat exon 1 < sub>7</sub > < > nr3c1</i > gene histone modification typically link increase gene expression associate change expression exon 1 < sub>7</sub > variant non stress condition heterozygous < > cacna1c</i > rat additionally increase anxiety behaviour result support association < > cacna1c</i > heterozygosity altered activity hpa axis function resting state predisposing mechanism contribute increase risk psychiatric disorder stress
40565005,Beyond Transgenic Mice: Emerging Models and Translational Strategies in Alzheimer's Disease.,"Alzheimer's disease (AD) is a leading cause of dementia and a growing public health concern worldwide. Despite decades of research, effective disease-modifying treatments remain elusive, partly due to limitations in current experimental models. The purpose of this review is to critically assess and compare existing murine and alternative models of AD to identify key strengths, limitations, and future directions for model development that can enhance translational relevance and therapeutic discovery. Traditional transgenic mouse models have advanced the understanding of amyloid-beta and tau pathologies, but often fail to capture the complexity of sporadic, late-onset AD. In response, alternative models-including zebrafish, <i>Drosophila melanogaster</i>, <i>Caenorhabditis elegans</i>, non-human primates, and human brain organoids-are gaining traction due to their complementary insights and diverse experimental advantages. This review also discusses innovations in genetic engineering, neuroimaging, computational modelling, and drug repurposing that are reshaping the landscape of AD research. By integrating these diverse approaches, the review advocates for a multi-model, multidisciplinary strategy to improve the predictive power, accelerate clinical translation, and inform personalised therapeutic interventions. Ethical considerations and equitable access to diagnostics and emerging treatments are also emphasised. Ultimately, this work aims to support the development of more accurate, effective, and human-relevant models to combat AD.",International journal of molecular sciences,2025.0,Paula Alexandra Lopes; José L Guil-Guerrero,alzheimer disease ad lead cause dementia grow public health concern worldwide despite decade research effective disease modify treatment remain elusive partly limitation current experimental model purpose review critically assess compare exist murine alternative model ad identify key strength limitation future direction model development enhance translational relevance therapeutic discovery traditional transgenic mouse model advance understanding amyloid beta tau pathology fail capture complexity sporadic late onset ad response alternative model include zebrafish < > drosophila melanogaster</i > < > caenorhabditis elegans</i > non human primate human brain organoid gain traction complementary insight diverse experimental advantage review discuss innovation genetic engineering neuroimaging computational modelling drug repurposing reshape landscape ad research integrate diverse approach review advocate multi model multidisciplinary strategy improve predictive power accelerate clinical translation inform personalise therapeutic intervention ethical consideration equitable access diagnostic emerge treatment emphasise ultimately work aim support development accurate effective human relevant model combat ad
40564999,Plasma Proteome Profiling Reveals Inflammation Markers and Tafamidis Effects in V30M Transthyretin Polyneuropathy.,"Transthyretin (TTR) variant (V30M) polyneuropathy (ATTRv-PN) is a progressive systemic amyloidosis caused by transthyretin aggregation, leading to a variety of debilitating manifestations, including neuropathy and cardiomyopathy. We investigated the plasma proteome of heterozygotic V30M TTR asymptomatic carriers and heterozygotic V30M ATTRv-PN patients (before and after tafamidis treatment) versus WT TTR healthy control plasma using an organic solvent-induced shift in solubility assay to identify biosignatures for disease progression and therapeutic response. We identified many proteins, including TTR, apolipoproteins, ceruloplasmin, and proteins with functions in innate immunity that displayed changes in either their abundances or their sensitivity to precipitation. Elevated oxidative modifications of TTR and APOE in ATTRv-PN patients suggest a role for oxidative stress in disease pathogenesis/progression. Tafamidis treatment mitigated these pathology-associated changes, suggesting that alleviating proteotoxic stress impacts these other pathways. Although our study was limited to a Portuguese cohort, these findings nevertheless provide a comprehensive plasma proteomic profile of V30M ATTRv-PN patients, V30M TTR carriers, and tafamidis-treated ATTRv-PN patients over up to 60 months; provide insights into ATTRv-PN pathophysiology; identify potential biomarkers for disease progression and therapeutic response; and highlight the utility of proteomics in advancing personalized treatments for amyloidosis.",International journal of molecular sciences,2025.0,Karina Nugroho; Chung-Yon Lin; Cecilia Monteiro; Teresa Coelho; James J Moresco; Antonio F M Pinto; Evan T Powers; John R Yates; Jolene K Diedrich; Jeffery W Kelly,transthyretin ttr variant v30 m polyneuropathy attrv pn progressive systemic amyloidosis cause transthyretin aggregation lead variety debilitate manifestation include neuropathy cardiomyopathy investigate plasma proteome heterozygotic v30 m ttr asymptomatic carrier heterozygotic v30 m attrv pn patient tafamidis treatment versus wt ttr healthy control plasma organic solvent induce shift solubility assay identify biosignature disease progression therapeutic response identify protein include ttr apolipoprotein ceruloplasmin protein function innate immunity display change abundance sensitivity precipitation elevated oxidative modification ttr apoe attrv pn patient suggest role oxidative stress disease pathogenesis progression tafamidis treatment mitigate pathology associate change suggest alleviate proteotoxic stress impact pathway study limit portuguese cohort finding provide comprehensive plasma proteomic profile v30 m attrv pn patient v30 m ttr carrier tafamidis treat attrv pn patient 60 month provide insight attrv pn pathophysiology identify potential biomarker disease progression therapeutic response highlight utility proteomic advance personalize treatment amyloidosis
